time,response time ,,
2021/8/10 11:00,7819,,
2021/8/10 11:00,7636,,
2021/8/10 11:00,7797,,
2021/8/10 11:00,7939,,
2021/8/10 11:00,8035,,
2021/8/10 11:00,8084,,
2021/8/10 11:00,7901,,
2021/8/10 11:00,7993,,
2021/8/10 11:00,7766,,
2021/8/10 11:00,8081,,
2021/8/10 11:00,8177,,
2021/8/10 11:00,7675,,
2021/8/10 11:00,7701,,
2021/8/10 11:00,8081,,
2021/8/10 11:00,7839,,
2021/8/10 11:00,7978,,
2021/8/10 11:00,7971,,
2021/8/10 11:00,8462,,
2021/8/10 11:00,8777,,
2021/8/10 11:00,8812,,
2021/8/10 11:00,8752,,
2021/8/10 11:00,7988,,
2021/8/10 11:00,8959,,
2021/8/10 11:00,8653,,
2021/8/10 11:00,7959,,
2021/8/10 11:00,9269,,
2021/8/10 11:00,8818,,
2021/8/10 11:00,9029,,
2021/8/10 11:00,8898,,
2021/8/10 11:00,7924,,
2021/8/10 11:00,7943,,
2021/8/10 11:00,8791,,
2021/8/10 11:00,8103,,
2021/8/10 11:00,7861,,
2021/8/10 11:00,8229,,
2021/8/10 11:00,9716,,
2021/8/10 11:00,8711,,
2021/8/10 11:00,7809,,
2021/8/10 11:00,8939,,
2021/8/10 11:00,8655,,
2021/8/10 11:00,9669,,
2021/8/10 11:00,9991,,
2021/8/10 11:00,9937,,
2021/8/10 11:00,7775,,
2021/8/10 11:00,8913,,
2021/8/10 11:00,8579,,
2021/8/10 11:00,7963,,
2021/8/10 11:00,8654,,
2021/8/10 11:00,11401,,
2021/8/10 11:00,10369,,
2021/8/10 11:00,10280,,
2021/8/10 11:00,11308,,
2021/8/10 11:00,9724,,
2021/8/10 11:00,11945,,
2021/8/10 11:00,14046,,
2021/8/10 11:00,9830,,
2021/8/10 11:00,11782,,
2021/8/10 11:00,14729,,
2021/8/10 11:00,9467,,
2021/8/10 11:00,9693,,
2021/8/10 11:00,8148,,
2021/8/10 11:00,10631,,
2021/8/10 11:00,14109,,
2021/8/10 11:00,9783,,
2021/8/10 11:00,9545,,
2021/8/10 11:00,11899,,
2021/8/10 11:00,11715,,
2021/8/10 11:00,11914,,
2021/8/10 11:00,14116,,
2021/8/10 11:00,7803,,
2021/8/10 11:00,14056,,
2021/8/10 11:00,15211,,
2021/8/10 11:00,14768,,
2021/8/10 11:00,12191,,
2021/8/10 11:00,9496,,
2021/8/10 11:00,10473,,
2021/8/10 11:00,15134,,
2021/8/10 11:00,15367,,
2021/8/10 11:00,14911,,
2021/8/10 11:00,10265,,
2021/8/10 11:00,9593,,
2021/8/10 11:00,9573,,
2021/8/10 11:00,8410,,
2021/8/10 11:00,11766,,
2021/8/10 11:00,8656,,
2021/8/10 11:00,10331,,
2021/8/10 11:00,15810,,
2021/8/10 11:00,16278,,
2021/8/10 11:00,9354,1997715,6659.05
2021/8/10 11:00,10141,,0
2021/8/10 11:00,16773,,0
2021/8/10 11:00,8622,,0
2021/8/10 11:00,10377,,0
2021/8/10 11:00,10665,,0
2021/8/10 11:00,10337,,0
2021/8/10 11:00,9786,,0
2021/8/10 11:00,10423,,0
2021/8/10 11:00,14915,,0
2021/8/10 11:00,16652,,0
2021/8/10 11:00,16443,,0
2021/8/10 11:00,17003,,0
2021/8/10 11:00,17133,,0
2021/8/10 11:00,16282,,0
2021/8/10 11:00,16521,,0
2021/8/10 11:00,9429,,0
2021/8/10 11:00,16624,,0
2021/8/10 11:00,9628,,0
2021/8/10 11:00,10163,,0
2021/8/10 11:00,9960,,0
2021/8/10 11:00,11502,,0
2021/8/10 11:00,11533,,0
2021/8/10 11:00,11862,,0
2021/8/10 11:00,10420,,0
2021/8/10 11:00,11524,,0
2021/8/10 11:00,13752,,0
2021/8/10 11:00,10260,,0
2021/8/10 11:00,14227,,0
2021/8/10 11:00,10469,,0
2021/8/10 11:00,14775,,0
2021/8/10 11:00,11462,,0
2021/8/10 11:00,11431,,0
2021/8/10 11:00,10215,,0
2021/8/10 11:00,13646,,0
2021/8/10 11:00,10709,,0
2021/8/10 11:00,11795,,0
2021/8/10 11:00,18886,,0
2021/8/10 11:00,11500,,0
2021/8/10 11:00,10293,,0
2021/8/10 11:00,11680,,0
2021/8/10 11:00,13666,,0
2021/8/10 11:00,13670,,0
2021/8/10 11:00,13404,,0
2021/8/10 11:00,11459,,0
2021/8/10 11:00,14631,,0
2021/8/10 11:00,13900,,0
2021/8/10 11:00,17048,,0
2021/8/10 11:00,17113,,0
2021/8/10 11:00,18073,,0
2021/8/10 11:00,16044,,0
2021/8/10 11:00,14066,,0
2021/8/10 11:00,12148,,0
2021/8/10 11:00,14449,,0
2021/8/10 11:00,17000,,0
2021/8/10 11:00,13566,,0
2021/8/10 11:00,13822,,0
2021/8/10 11:00,14024,,0
2021/8/10 11:00,16265,,0
2021/8/10 11:00,17064,,0
2021/8/10 11:00,18722,,0
2021/8/10 11:00,16815,,0
2021/8/10 11:00,14021,,0
2021/8/10 11:00,16170,,0
2021/8/10 11:00,10600,,0
2021/8/10 11:00,14616,,0
2021/8/10 11:00,18528,,0
2021/8/10 11:00,16395,,0
2021/8/10 11:00,14011,,0
2021/8/10 11:00,14593,,0
2021/8/10 11:00,16208,,0
2021/8/10 11:00,13801,,0
2021/8/10 11:00,14568,,0
2021/8/10 11:00,11476,,0
2021/8/10 11:00,16116,,0
2021/8/10 11:00,16086,,0
2021/8/10 11:00,16344,,0
2021/8/10 11:00,16527,,0
2021/8/10 11:00,17222,,0
2021/8/10 11:00,15954,,0
2021/8/10 11:00,18617,,0
2021/8/10 11:00,18005,,0
2021/8/10 11:00,13423,,0
2021/8/10 11:00,18555,,0
2021/8/10 11:00,18898,,0
2021/8/10 11:00,10199,,0
2021/8/10 11:00,10366,,0
2021/8/10 11:00,16100,,0
2021/8/10 11:00,13970,,0
2021/8/10 11:00,19856,,0
2021/8/10 11:00,18638,,0
2021/8/10 11:00,18732,,0
2021/8/10 11:00,15880,,0
2021/8/10 11:00,14313,,0
2021/8/10 11:00,14215,,0
2021/8/10 11:00,13896,,0
2021/8/10 11:00,13910,,0
2021/8/10 11:00,18220,,0
2021/8/10 11:00,11310,,0
2021/8/10 11:00,14901,,0
2021/8/10 11:00,17653,,0
2021/8/10 11:00,18917,,0
2021/8/10 11:00,13718,,0
2021/8/10 11:00,18636,,0
2021/8/10 11:00,19758,,0
2021/8/10 11:00,18189,,0
2021/8/10 11:00,18502,,0
2021/8/10 11:00,19798,,0
2021/8/10 11:00,19806,,0
2021/8/10 11:00,12659,,0
2021/8/10 11:00,18837,,0
2021/8/10 11:00,18919,,0
2021/8/10 11:00,10322,,0
2021/8/10 11:00,19447,,0
2021/8/10 11:00,18989,,0
2021/8/10 11:00,17575,,0
2021/8/10 11:00,19001,,0
2021/8/10 11:00,16107,,0
2021/8/10 11:00,11175,,0
2021/8/10 11:00,15922,,0
2021/8/10 11:00,13789,,0
2021/8/10 11:00,11240,,0
2021/8/10 11:00,14598,,0
2021/8/10 11:00,10442,,0
2021/8/10 11:00,6909,,0
2021/8/10 11:00,14586,,0
2021/8/10 11:00,18768,,0
2021/8/10 11:00,21938,,0
2021/8/10 11:00,21989,,0
2021/8/10 11:00,11714,,0
2021/8/10 11:00,19266,,0
2021/8/10 11:00,14563,,0
2021/8/10 11:00,15661,,0
2021/8/10 11:00,10205,,0
2021/8/10 11:00,21845,,0
2021/8/10 11:00,14521,,0
2021/8/10 11:00,22033,,0
2021/8/10 11:00,24125,,0
2021/8/10 11:00,21944,,0
2021/8/10 11:00,14029,,0
2021/8/10 11:00,22688,,0
2021/8/10 11:00,18639,,0
2021/8/10 11:00,14505,,0
2021/8/10 11:00,21801,,0
2021/8/10 11:00,23498,,0
2021/8/10 11:00,23672,,0
2021/8/10 11:00,21896,,0
2021/8/10 11:00,21780,,0
2021/8/10 11:00,15517,,0
2021/8/10 11:00,21945,,0
2021/8/10 11:00,18134,,0
2021/8/10 11:00,24539,,0
2021/8/10 11:00,21934,,0
2021/8/10 11:00,13973,,0
2021/8/10 11:00,21862,,0
2021/8/10 11:00,15638,,0
2021/8/10 11:00,21907,,0
2021/8/10 11:00,23630,,0
2021/8/10 11:00,12362,,0
2021/8/10 11:00,16212,,0
2021/8/10 11:00,21827,,0
2021/8/10 11:00,15899,,0
2021/8/10 11:00,21920,,0
2021/8/10 11:00,26256,,0
2021/8/10 11:00,21872,,0
2021/8/10 11:00,23968,,0
2021/8/10 11:00,26805,,0
2021/8/10 11:00,12640,,0
2021/8/10 11:00,12902,,0
2021/8/10 11:00,22869,,0
2021/8/10 11:00,23703,,0
2021/8/10 11:00,15299,,0
2021/8/10 11:00,11554,,0
2021/8/10 11:00,14189,,0
2021/8/10 11:00,21711,,0
2021/8/10 11:00,15598,,0
2021/8/10 11:00,15564,,0
2021/8/10 11:00,26116,,0
2021/8/10 11:00,14298,,0
2021/8/10 11:00,15958,,0
2021/8/10 11:00,15371,,0
2021/8/10 11:00,26148,,0
2021/8/10 11:00,14679,,0
2021/8/10 11:00,16224,,0
2021/8/10 11:00,18674,,0
2021/8/10 11:00,14623,,0
2021/8/10 11:00,16101,,0
2021/8/10 11:00,16093,,0
2021/8/10 11:00,16123,,0
2021/8/10 11:00,15937,,0
2021/8/10 11:00,21747,,0
2021/8/10 11:00,15194,,0
2021/8/10 11:00,26938,,0
2021/8/10 11:00,25661,,0
2021/8/10 11:00,14989,,0
2021/8/10 11:00,15479,,0
2021/8/10 11:00,14399,,0
2021/8/10 11:00,23202,,0
2021/8/10 11:00,14247,,0
2021/8/10 11:00,24468,,0
2021/8/10 11:00,23212,,0
2021/8/10 11:00,23417,,0
2021/8/10 11:00,10316,,0
2021/8/10 11:00,15589,,0
2021/8/10 11:00,15818,,0
2021/8/10 11:00,23371,,0
2021/8/10 11:00,21547,,0
2021/8/10 11:00,12254,,0
2021/8/10 11:00,12395,,0
2021/8/10 11:00,18735,,0
2021/8/10 11:00,24392,,0
2021/8/10 11:00,24224,,0
2021/8/10 11:00,26492,,0
2021/8/10 11:00,22882,,0
2021/8/10 11:00,26033,,0
2021/8/10 11:00,22315,,0
2021/8/10 11:00,26214,,0
2021/8/10 11:00,22230,,0
2021/8/10 11:00,21622,,0
2021/8/10 11:00,26844,,0
2021/8/10 11:00,10325,,0
2021/8/10 11:00,14962,,0
2021/8/10 11:00,17757,,0
2021/8/10 11:00,22811,,0
2021/8/10 11:00,24315,,0
2021/8/10 11:00,25770,,0
2021/8/10 11:00,26813,,0
2021/8/10 11:00,17794,,0
2021/8/10 11:00,17697,,0
2021/8/10 11:00,25763,,0
2021/8/10 11:00,17212,,0
2021/8/10 11:00,25242,,0
2021/8/10 11:00,17816,,0
2021/8/10 11:00,16049,,0
2021/8/10 11:00,17798,,0
2021/8/10 11:00,15081,,0
2021/8/10 11:00,15686,,0
2021/8/10 11:00,16827,,0
2021/8/10 11:00,17728,,0
2021/8/10 11:00,17737,,0
2021/8/10 11:00,17725,,0
2021/8/10 11:00,25912,,0
2021/8/10 11:00,16982,,0
2021/8/10 11:00,15215,,0
2021/8/10 11:00,18170,,0
2021/8/10 11:00,25671,,0
2021/8/10 11:00,22048,,0
2021/8/10 11:00,15869,,0
2021/8/10 11:00,25701,,0
2021/8/10 11:00,18124,,0
2021/8/10 11:00,18395,,0
2021/8/10 11:00,16938,,0
2021/8/10 11:00,24015,,0
2021/8/10 11:00,25571,,0
2021/8/10 11:00,25589,,0
2021/8/10 11:00,24963,,0
2021/8/10 11:00,24955,,0
2021/8/10 11:00,17738,,0
2021/8/10 11:00,25874,,0
2021/8/10 11:00,23781,,0
2021/8/10 11:00,22524,,0
2021/8/10 11:00,25272,,0
2021/8/10 11:00,21571,,0
2021/8/10 11:00,26276,,0
2021/8/10 11:00,25694,,0
2021/8/10 11:00,17685,,0
2021/8/10 11:00,17587,,0
2021/8/10 11:00,17603,,0
2021/8/10 11:00,17881,,0
2021/8/10 11:00,15671,,0
2021/8/10 11:00,23660,,0
2021/8/10 11:00,25736,,0
2021/8/10 11:00,24792,,0
2021/8/10 11:00,22833,,0
2021/8/10 11:00,24750,,0
2021/8/10 11:00,11908,,0
2021/8/10 11:00,25716,,0
2021/8/10 11:00,26164,,0
2021/8/10 11:00,23776,,0
2021/8/10 11:00,23835,,0
2021/8/10 11:00,25304,,0
2021/8/10 11:00,24483,,0
2021/8/10 11:00,17207,,0
2021/8/10 11:00,15145,,0
2021/8/10 11:00,21408,,0
2021/8/10 11:00,18181,,0
2021/8/10 11:00,23490,,0
2021/8/10 11:00,25966,,0
2021/8/10 11:00,24433,,0
2021/8/10 11:00,24980,,0
2021/8/10 11:00,23521,,0
2021/8/10 11:00,25069,,0
2021/8/10 11:00,24998,,0
2021/8/10 11:00,18052,,0
2021/8/10 11:00,18070,,0
2021/8/10 11:00,17843,,0
2021/8/10 11:00,17800,,0
2021/8/10 11:00,25834,,0
2021/8/10 11:00,21822,,0
2021/8/10 11:00,23404,,0
2021/8/10 11:00,17766,5348864,17829.54667
2021/8/10 11:00,17863,,0
2021/8/10 11:00,17845,,0
2021/8/10 11:00,17812,,0
2021/8/10 11:00,17784,,0
2021/8/10 11:00,21070,,0
2021/8/10 11:00,20215,,0
2021/8/10 11:00,17155,,0
2021/8/10 11:00,23273,,0
2021/8/10 11:00,17455,,0
2021/8/10 11:00,20137,,0
2021/8/10 11:00,17458,,0
2021/8/10 11:00,17550,,0
2021/8/10 11:00,25557,,0
2021/8/10 11:00,24483,,0
2021/8/10 11:00,23028,,0
2021/8/10 11:00,20882,,0
2021/8/10 11:00,24495,,0
2021/8/10 11:00,17382,,0
2021/8/10 11:00,22549,,0
2021/8/10 11:00,22998,,0
2021/8/10 11:00,21834,,0
2021/8/10 11:00,21777,,0
2021/8/10 11:00,25255,,0
2021/8/10 11:00,13525,,0
2021/8/10 11:00,25083,,0
2021/8/10 11:00,20409,,0
2021/8/10 11:00,19715,,0
2021/8/10 11:00,10599,,0
2021/8/10 11:00,21296,,0
2021/8/10 11:00,24905,,0
2021/8/10 11:00,22421,,0
2021/8/10 11:00,22187,,0
2021/8/10 11:00,19710,,0
2021/8/10 11:00,23755,,0
2021/8/10 11:00,23806,,0
2021/8/10 11:00,22136,,0
2021/8/10 11:00,22136,,0
2021/8/10 11:00,22116,,0
2021/8/10 11:00,20323,,0
2021/8/10 11:00,23780,,0
2021/8/10 11:00,22876,,0
2021/8/10 11:00,20279,,0
2021/8/10 11:00,24254,,0
2021/8/10 11:00,22856,,0
2021/8/10 11:00,23740,,0
2021/8/10 11:00,24228,,0
2021/8/10 11:00,20268,,0
2021/8/10 11:00,21525,,0
2021/8/10 11:00,19362,,0
2021/8/10 11:00,24005,,0
2021/8/10 11:00,22316,,0
2021/8/10 11:00,20224,,0
2021/8/10 11:00,21023,,0
2021/8/10 11:00,21056,,0
2021/8/10 11:00,22018,,0
2021/8/10 11:00,17079,,0
2021/8/10 11:00,21286,,0
2021/8/10 11:00,20407,,0
2021/8/10 11:00,8694,,0
2021/8/10 11:00,9764,,0
2021/8/10 11:01,10323,,0
2021/8/10 11:01,10962,,0
2021/8/10 11:01,20854,,0
2021/8/10 11:01,18813,,0
2021/8/10 11:01,9979,,0
2021/8/10 11:01,12018,,0
2021/8/10 11:01,20258,,0
2021/8/10 11:01,12879,,0
2021/8/10 11:01,13954,,0
2021/8/10 11:01,13974,,0
2021/8/10 11:01,14086,,0
2021/8/10 11:01,21226,,0
2021/8/10 11:01,19692,,0
2021/8/10 11:01,15323,,0
2021/8/10 11:01,15077,,0
2021/8/10 11:01,15188,,0
2021/8/10 11:01,16318,,0
2021/8/10 11:01,14990,,0
2021/8/10 11:01,16194,,0
2021/8/10 11:01,15085,,0
2021/8/10 11:01,13973,,0
2021/8/10 11:01,15980,,0
2021/8/10 11:01,13910,,0
2021/8/10 11:01,19427,,0
2021/8/10 11:01,19588,,0
2021/8/10 11:01,15052,,0
2021/8/10 11:01,13891,,0
2021/8/10 11:01,19311,,0
2021/8/10 11:01,19180,,0
2021/8/10 11:01,15020,,0
2021/8/10 11:01,14861,,0
2021/8/10 11:01,14968,,0
2021/8/10 11:01,14996,,0
2021/8/10 11:01,15531,,0
2021/8/10 11:01,15773,,0
2021/8/10 11:01,17124,,0
2021/8/10 11:01,15727,,0
2021/8/10 11:01,13785,,0
2021/8/10 11:01,15364,,0
2021/8/10 11:01,15783,,0
2021/8/10 11:01,14040,,0
2021/8/10 11:01,14133,,0
2021/8/10 11:01,16474,,0
2021/8/10 11:01,16232,,0
2021/8/10 11:01,15645,,0
2021/8/10 11:01,13888,,0
2021/8/10 11:01,15088,,0
2021/8/10 11:01,14809,,0
2021/8/10 11:01,14545,,0
2021/8/10 11:01,14945,,0
2021/8/10 11:01,15243,,0
2021/8/10 11:01,15484,,0
2021/8/10 11:01,9020,,0
2021/8/10 11:01,15167,,0
2021/8/10 11:01,14443,,0
2021/8/10 11:01,14914,,0
2021/8/10 11:01,15124,,0
2021/8/10 11:01,8928,,0
2021/8/10 11:01,15885,,0
2021/8/10 11:01,13107,,0
2021/8/10 11:01,14851,,0
2021/8/10 11:01,13430,,0
2021/8/10 11:01,15690,,0
2021/8/10 11:01,13362,,0
2021/8/10 11:01,13843,,0
2021/8/10 11:01,15037,,0
2021/8/10 11:01,8457,,0
2021/8/10 11:01,14692,,0
2021/8/10 11:01,8778,,0
2021/8/10 11:01,12955,,0
2021/8/10 11:01,14831,,0
2021/8/10 11:01,13196,,0
2021/8/10 11:01,13184,,0
2021/8/10 11:01,13025,,0
2021/8/10 11:01,15382,,0
2021/8/10 11:01,14832,,0
2021/8/10 11:01,8193,,0
2021/8/10 11:01,14322,,0
2021/8/10 11:01,14595,,0
2021/8/10 11:01,13595,,0
2021/8/10 11:01,14206,,0
2021/8/10 11:01,14585,,0
2021/8/10 11:01,12290,,0
2021/8/10 11:01,14850,,0
2021/8/10 11:01,17414,,0
2021/8/10 11:01,17475,,0
2021/8/10 11:01,17239,,0
2021/8/10 11:01,13822,,0
2021/8/10 11:01,14118,,0
2021/8/10 11:01,13757,,0
2021/8/10 11:01,17242,,0
2021/8/10 11:01,13870,,0
2021/8/10 11:01,13698,,0
2021/8/10 11:01,13607,,0
2021/8/10 11:01,17358,,0
2021/8/10 11:01,12582,,0
2021/8/10 11:01,14603,,0
2021/8/10 11:01,13287,,0
2021/8/10 11:01,13316,,0
2021/8/10 11:01,13400,,0
2021/8/10 11:01,13576,,0
2021/8/10 11:01,12824,,0
2021/8/10 11:01,13402,,0
2021/8/10 11:01,17320,,0
2021/8/10 11:01,13779,,0
2021/8/10 11:01,18676,,0
2021/8/10 11:01,13766,,0
2021/8/10 11:01,11222,,0
2021/8/10 11:01,23066,,0
2021/8/10 11:01,13042,,0
2021/8/10 11:01,16890,,0
2021/8/10 11:01,13269,,0
2021/8/10 11:01,13339,,0
2021/8/10 11:01,13306,,0
2021/8/10 11:01,13396,,0
2021/8/10 11:01,13113,,0
2021/8/10 11:01,13099,,0
2021/8/10 11:01,13050,,0
2021/8/10 11:01,16530,,0
2021/8/10 11:01,16522,,0
2021/8/10 11:01,13080,,0
2021/8/10 11:01,16508,,0
2021/8/10 11:01,12881,,0
2021/8/10 11:01,12989,,0
2021/8/10 11:01,13060,,0
2021/8/10 11:01,12688,,0
2021/8/10 11:01,16505,,0
2021/8/10 11:01,12936,,0
2021/8/10 11:01,12826,,0
2021/8/10 11:01,12768,,0
2021/8/10 11:01,12822,,0
2021/8/10 11:01,12694,,0
2021/8/10 11:01,16293,,0
2021/8/10 11:01,12522,,0
2021/8/10 11:01,16639,,0
2021/8/10 11:01,16470,,0
2021/8/10 11:01,12324,,0
2021/8/10 11:01,15997,,0
2021/8/10 11:01,15924,,0
2021/8/10 11:01,15956,,0
2021/8/10 11:01,21771,,0
2021/8/10 11:01,12115,,0
2021/8/10 11:01,15704,,0
2021/8/10 11:01,11452,,0
2021/8/10 11:01,9377,,0
2021/8/10 11:01,11797,,0
2021/8/10 11:01,9397,,0
2021/8/10 11:01,15420,,0
2021/8/10 11:01,11738,,0
2021/8/10 11:01,11641,,0
2021/8/10 11:01,9244,,0
2021/8/10 11:01,11382,,0
2021/8/10 11:01,11780,,0
2021/8/10 11:01,15372,,0
2021/8/10 11:01,15341,,0
2021/8/10 11:01,15352,,0
2021/8/10 11:01,14796,,0
2021/8/10 11:01,11292,,0
2021/8/10 11:01,11454,,0
2021/8/10 11:01,11156,,0
2021/8/10 11:01,12048,,0
2021/8/10 11:01,11430,,0
2021/8/10 11:01,14987,,0
2021/8/10 11:01,14366,,0
2021/8/10 11:01,11370,,0
2021/8/10 11:01,11721,,0
2021/8/10 11:01,20756,,0
2021/8/10 11:01,11561,,0
2021/8/10 11:01,14552,,0
2021/8/10 11:01,12324,,0
2021/8/10 11:01,20439,,0
2021/8/10 11:01,7557,,0
2021/8/10 11:01,7482,,0
2021/8/10 11:01,13436,,0
2021/8/10 11:01,9313,,0
2021/8/10 11:01,9336,,0
2021/8/10 11:01,9695,,0
2021/8/10 11:01,9424,,0
